text,label
"You loose 100 IQ points just for tuning in. This show has to be awful, I refuse to tune in from just what I've seen in commercials. Where did they dig this guy up at anyway? Also, what do they intend to do next season? The secret is out. Everyone already knows the set up? Are they going to look for people who has been living under a rock to star in next season? Where are they going to dig up more stupid women? No wonder America is a big joke to outsider's,look what you are watching!!",0
"I hated this movie so much I remember it vividly. It is not even funny. Any movie that relies on unfunny sex jokes and racism humor does not deserve the money it costs to make it. In the first half hour, Rob Schneider drinks a carton of rancid milk. All I could think was ""he deserves it, for making such a bad movie"". Don't waste your time or money on this one.",0
"I think I laughed twice. The line where the main character says something about being from the streets. And then I forget the other time I laughed. It was probably in the beginning.<br /><br />This has to be one of the thinnest movies ever. Doesn't Hollywood realize that this kind of humor is degrading and sad, really. You can only insult yourself so many times.<br /><br />2/10",0
"Not that I dislike childrens movies, but this was a tearjerker with few redeeming qualities. M.J. Fox was the perfect voice for Stuart and the rest of the talent was wasted. Hugh Laurie can be amazingly funny, but is not given the chance in this movie. It´s sugar-coated sugar and would hardly appeal to anyone over 7 years of age. See Toy Story, Monsters Inc. or Shrek instead. 3/10",0
"The film did what it set out to do: show how a young girl copes with poverty and grows into her maturity. However, for most of us, this subject has been explored adequately and in most instances with more sophistication than done here. The movie fixated on breasts, which soon became boring and I lost interest. If this was on TV, I would've switched to the latest news on the Starr Report. That's how boring I found this movie.",0
"This movie is about as underrated as Police Acadmey Mission to Moscow. This movie is never funny. It's maybe the worst comedy spoof ever made. Very boring,and dumb beyond belief. For those people that think this movie is underrated god help you. I give this movie * out of ****<br /><br />",0
"I really hope that Concorde/New Horizons wasn't trying to make a serious horror, or even action movie when they made Carnosaur 3. The movie is flat-out silly from start to finish. Even the humor in C3 is funny because it's bad. Definitely a high water mark in the 'So Bad it's Good' genre. If you enjoy the very worst of the worst, this is for you.",0
"I was really disappointed with this film. The first Waters movie I saw was Serial Mom and I loved it. Then I saw Pecker and I loved it. Then I watched Polyester and really sort of hated it. The only thing I liked about that movie was DIVINE. She/He had a hell of a lot of talent. I was truly surprised. As a whole, I wouldn't recommend this film...",0
"Jameson Parker And Marilyn Hassett are the screen's most unbelievable couple since John Travolta and Lily Tomlin. Larry Peerce's direction wavers uncontrollably between black farce and Roman tragedy. Robert Klein certainly think it's the former and his self-centered performance in a minor role underscores the total lack of balance and chemistry between the players in the film. Normally, I don't like to let myself get so ascerbic, but The Bell Jar is one of my all-time favorite books, and to watch what they did with it makes me literally crazy.",0
"Wow, what a snoozer. Definately one of bacon's worst films. The bad acting coupled with a formulatic, if not incredulous, script make me yearn for time I wasted on viewing this on cable television back. Not really much I can say about it, a basketball scout gets too attached to the person he's recruiting, who happens to belong to a tribe that happens to be on the verge of war which happens to be decided by (spoiler) a basketball game. Grade: F+",0
"That shall be a documentary? I saw it (which is forbidden in Germany) and I have to say, that it was the worst documentary I've ever seen. It is nothing but one big lie from the beginning to the end. Who can doubt after this trash that all Jews were supposed to be killed in the concentration camps?",0
"The producers of this film offer to pay funeral expenses for anyone who dies of fright while watching this movie. They should have offered intensive psychotherapy for anyone who really enjoyed this stinker. A young couple moves into a house, where a woman who looks like the woman from the couple lived. Extremely boring, and very predictable. In the end I ended up not caring about anyone in this movie.<br /><br />Avoid this one at all costs.",0
"This movie got off to an interesting start. Down the road however, the story gets convoluted with a poor illustration of ancient black magic rituals. The male lead was very good , even though he gets the worst end of the stick in the climax. In comparison, this is ""Boomerang"" meets ""Extremities"".",0
"This film has an interesting plot, but the acting is quite bad and the script is poor. I was very disappointed. The moral dilemma faced by the main character is an intriguing one, but due to poor writing and casting this potentially winning premise is plundered. 2 of the 4 other people in the theater left after about 45 minutes and the other 2 were laughing at how bad the film was. I stuck it out to the end, but I must admit I played Blackjack on my cell phone to make the last 30 minutes bearable.",0
"I can't believe it that was the worst movie i have ever seen in my life. i laughed a couple of times. ( probably because of how stupid it was ) If someone paid me to see that movie again i wouldn't. the plot was so horrible , it made no sense , and the acting was so bad that i couldn't even tell if they were trying. that movie was terrible rating: F",0
"This film is a pure failure. I am a Steve Martin fan, but even he can't save the tired idea and swiss cheese script. Think ""Police Academy 7"" and apply it to a military parody. Yuck.<br /><br />I DO NOT feel the other user comments reflected the poor rating this film received (and rightfully deserved!). It is extremely misleading. I have often seen this film marked down to $3.00 in the grocery store and now I certainly know why.<br /><br />If only I could get my 90 minutes back...",0
"I was a huge fan of the original cartoon series, and was looking forward to finally seeing Gadget on the big screen -- but I never in my wildest dreams expected something so extremely extremely terrible. The pace was WAY too fast, there was no plot, and 'wowser!' - what the hell is that?? It was 'WOWSERS!!'.",0
"You get 5 writers together, have each write a different story with a different genre, and then you try to make one movie out of it. It's action, it's adventure, it's sci-fi, it's western, it's a mess. Sorry, but this movie absolutely stinks. 4.5 is giving it an awefully high rating. That said, it's movies like this that make me think I could write movies, and I can barely write.",0
"A routine mystery/thriller concerning a killer that lurks in the swamps. During the early days of television, this one was shown so often, when Dad would say ""What's on TV tonight?"" and we'd tell him ""Strangler of the Swamp"" he'd pack us off to the movies. We went to the movies a lot in those days!",0
"The storyline is absurd and lame,also sucking are performances and the dialogue, is hard to keep your Eyes open. I advise you to have a caffeine-propelled friend handy to wake you in time for a couple Gore-effects.Why they bring Alcatraz in?In this case,becomes increasingly difficult to swallow. All the while ,i wondered who this film aimed for?Chock full of lame subplots (such as the Cannibalism US Army-captain)This is low-grade in every aspect.BTW this Movie is banned in Germany!!",0
"CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of the film maker.""",0
"Whenever a Columbo story deviates from the familiar plot (colorful killer commits crime, Columbo smokes out killer, Columbo becomes a pest in the process), the writers somehow are never able to match the quality and interest of most traditional episodes. This episode deviates in the extreme, and the result is a major flop.<br /><br /> Would you believe: Columbo never faces the villain till the very end?!!<br /><br />Frankly, I was tempted to turn it off about two-thirds through.<br /><br /> Oh, the sacrifices we self-appointed reviewers make!!!",0
"This piece ain't really worth a comment.. It's simply the worst ""horror"" movie i have ever seen. The actors are bad as bad can be and the whole plot is so silly it nearly made me cry. Shame on you I say!!",0
"""Kids Like These"" could have been a decent film, given the subject matter. But instead it has become a below-average, run-of-the-mill TV-movie of the week, with not much going for it. The acting is stale, the plot predictable and the direction non-existent. For a better movie on the same subject, try the excellent ""Le Huitième Jour"", a film that really cares about the people with Down-syndrome. In ""Kids Like These"" they are merely used as an excuse for weepy sentimentality. Pretty appalling. 1/10",0
"This movie has some beautiful sets and Albert Finney does a great job as the ruthless father. The movie fails because Jennifer Jason Leigh is too jumpy as the daughter and is no match whatever for Olivia De Havilland's far more nuanced, mature rendering in The Heiress (1949). The film's feminist-leaning conclusion also goes against the austere conclusion of the novel, Washington Square, whose author, Henry James, savagely parodied feminism in some of his other novels. As a fan of old Hollywood and great literature, I found this movie very disappointing.",0
"This movie has such inexorable B class cheapness to all its scenes, effects etc as to make you think they spent 80% of their budget on Connery. It's like watching some Wing Commander stuff after Star Wars (quite apart from content).<br /><br />Story can be described in one word: FLAT. And oh my God I can't remember a villain so uninteresting since long long ago. We're given neither a reason he's so wicked (an inborn defect, we're lead to think:) nor any real convincedness or flair to his wickedness.<br /><br />If you're out for Connery rather go rent `Hunting Forrester'.",0
"What a horrible comedy. Totally lame. The supposed ""humor"" was simple and stupid. Stanly Tucci (a great actor) had the only parts worth chuckling at. And he was tied up and gagged at the time. Don't waste your time with this one. It deserves a 0/10.",0
There was a reasonably good looking girl starring the film(Zoe Mclellan) but even her looks couldn't stop me from voting it the lowest possible - one.<br /><br />The plot is bad and irrational.<br /><br />What more can I say. The movie sucks.,0
"This film has the look and feel of a Student film project. Yeah, there are some interesting (albeit gimmicky) edits and shots, but the end result was juvenile.<br /><br />The director didn't seem to be saying ""Look at this film."" It seemed as if he were saying, ""Look at ME! I'm a DIRECTOR!""<br /><br />Thumbs down.",0
"What the hell of a D-Movie was that? Bad acting, bad special effects and the worst dialogues/storyline i ever came across. The only cool thing here was Coolio, who had a nice cameo as a freaked out cop. However, the rest of the film is awful and boring. It's not even so bad, you can laugh about it. Just plain crap. And whoever compares this to the Evil Dead Series might as well compare Tomb Raider to Indiana Jones (well, ok, at least there was Angelina Jolie in Tomb Raider)! 1 out of 10",0
this is the only movie i have ever walked out on. bad acting-- bad plot-- bad casting-- bad directing-- bad cinematography-- if they had set out to make a bad picture they couldn't have done a better job. i hope they are proud of his turkey. i'm surprised anyone associated with this film was ever hired again in hollywood. don't waste your time!,0
"I'm sorry, I had high hopes for this movie. Unfortunately, it was too long, too thin and too weak to hold my attention. When I realized the whole movie was indeed only about an older guy reliving his dream, I felt cheated. Surely it could have been a device to bring us into something deeper, something more meaningful.<br /><br />So, don't buy a large drink or you'll be running to the rest room. My kids didn't enjoy it either. Ah well.",0
Shame on Julia Roberts and John Cusack. They are so talented and should not have had any part in this movie. The storyline was dumb and predictable. The jokes were not funny. The romance was not really romance. I was all too happy when this movie ended.,0
It feels like swedish movies are trying to become more american and I just don´t get it. In this movie the performance of some of the actors is horrible and the script is nothing special. Don´t waste your time!,0
"It kept my attention to the end, however, without spoiling the film for anyone....... when she fixed the fridge by getting a book from the library, you knew how the film would end when she went back to library for a book on self defence against and assassin. The film, for me, said nothing of worth.... is becoming an assassin really a remedy for mental illness or just another symptom.",0
"This third Darkman was definitely better than the second one, but still far worse than the original movie. What made this one better than D2 was the fact that The Bad Guy had been changed and Durant was not brought back again. Furthermore there was actually some hint of character development when it came to the bad guy's family and Darkman himself. This made my heart soften and I gave this flick as much as 4/10, i.e. **/*****.",0
"A story of amazing disinterest kills ""The Psychic"" over and over again. The characters and plot are completely uninteresting (as is Fulci's mad camera work, which is usually a redeeming factor in his films), and any grasp of suspense is nowhere to be found. It's padded out to an insufferable degree--by the end, you won't be clamoring with excitement but stricken with boredom (and, like me, maybe an uncontrollable urge to fall asleep). Jennifer O'Neill's performance deserves occupancy in a better movie. Fulci gorehounds beware--there's just not much going on in ""The Psychic.""<br /><br />3/10",0
"Damn, I thought I'd seen some bad westerns. Can't top this one though. Hell I think I'd rather have my eyes stapled open for a Trinity Triple Feature for cryin out loud. I dont think I'll be able to watch Ben Hur again without laughing my ass off. Just really bad.<br /><br />But hey, if you like stupid westerns with acknowledged stars in the thing take a peek at Shoot Out with Gregory Peck. It's just as bad, but much funnier. 1/10",0
"I'm not to keen on The Pallbearer, it's not too bad, but just very slow at the times. As the movie goes on, it gets a little more interesting, but nothing brilliant. I really like David Schwimmer and I think he's good here. I'm not a massive Gwyneth Paltrow fan, but I don't mind her sometimes and she's okay here. The Pallbearer is not a highly recommended movie, but if you like the leads then you might enjoy it.",0
"Un-bleeping-believable! Meg Ryan doesn't even look her usual pert lovable self in this, which normally makes me forgive her shallow ticky acting schtick. Hard to believe she was the producer on this dog. Plus Kevin Kline: what kind of suicide trip has his career been on? Whoosh... Banzai!!! Finally this was directed by the guy who did Big Chill? Must be a replay of Jonestown - hollywood style. Wooofff!",0
"This is one of the most god-awful movies ever. Shaq better just stick to basketball. This movie took away apart of my life I will never have back. I will make fun of this movie until I die, and then some. It is so horrible it is not even funny. MST3000 would have a blast with this one.",0
"Whoever thought that ANOTHER Home Alone film would be a good idea should have their head examined... Same plot, different kid, more villains (which leads to MORE endless stupidity in the traps). The other two films were bad enough, and this is where it hits rock bottom. People may as well watch the other films for plot, as it's all identical.",0
"How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.",0
"while watching this piece of crap! The Day after, I saw a 1min Trailer - that one minute included all, ALL what was at least not boring to watch...<br /><br />so don't waste money or time on this one, get the original, it's much better though the effects might not be up to date...",0
"This movie shows us nothing original. Every idea or (action) scene can be found in many previously released movies. Fabulous Nick is completely plain here. Even Will Patton is calm and evil nor good. Mr. Duvall is ok, but has a very small part. So does Angelina, so how can we determine her newly acclaimed stardom? Overall, there are too many characters, so that nobody and nothing is especially detailed. This makes the movie easy to forget. Too bad, don't you think?",0
"My 10-year-old daughter, Alexandra, writes:<br /><br />I thought it was very boring, and I thought it was just a repeat of stuff from ""101 Dalmatians."" I couldn't wait for the movie to end. The best part was the credits at the beginning - they were cute and well done. The rest of the film is not worth watching. Thank you.",0
"It's the worst movie I've ever seen. The action is so unclear, work of cameras is so poor, actors are so affected ... and this lamentable 5 minutes of Arnie on the screen. My advice from the bottom of my heart - don't watch it unless you like such a low class torture.",0
"Bad actors, terrible script, totally unbelievable ending - this film had it all. After seeing films like this, you wonder why the makers bothered at all. This film has absolutely nothing to say, all the methods used to create a scare have been used over and over again in previous horror films. A total waste of time.",0
"Oh, man! This thing scared the heck out of me when I first watched it... and I was SIXTEEN!!!<br /><br />That creepy animated Barbie is scary as hell! I want to stop talking about her now.",0
"I had always been a big Lynda Carter-Wonder Woman fan so when the Sci-Fi Channel ran this movie,I had to see it.I was bitterly disappointed.This is a Wonder Woman movie in name only.She doesn't wear the right costume [she must have refused to or had ordered major changes] and the plot runs like a poor man's James Bond.There's none of the things that made the comic book heroine a success i.e. the superhuman strength or determined will.It's just one long bad dream.I don't even think Cathy is all that attractive anyway.I wouldn't waste your time on this.",0
"This movie got off to an interesting start. Down the road however, the story gets convoluted with a poor illustration of ancient black magic rituals. The male lead was very good , even though he gets the worst end of the stick in the climax. In comparison, this is ""Boomerang"" meets ""Extremities"".<br /><br />",0
"Time travel is a fun concept, and this film gives it a different slant. I got a kick out of Captain Billingham, one of the more down-to-earth characters, who was just not having a good day. Ordinarily, I don't choose to watch horror films, but this is an exception. Good story, excellent acting.",0
"A stale ""misfits-in-the-army"" saga, which half-heartedly attempts to be both surreal (the foreign subtitles) AND vulgar (the flatulence gags), but just ends up being a mix of many different kinds of humor, none of them followed very successfully. Barbara Bach, the Bond Girl from ""The Spy Who Loved Me"", has only two or three brief scenes. What a waste! (*1/2)",0
"Cheesy script, cheesy one-liners. Timothy Hutton's performance a ""little"" over the top. David Duchovny still seemed to be stuck in his Fox Mulder mode. No chemistry with his large-lipped female co-star.He needs Gillian Anderson to shine. He does not seem to have any talent of his own.",0
"Shamefull as it may be, this movie actually made it to the videomarket, bringing shame on my proud country - any attempt to watch this movie without stopping or pausing, will be a fruitless attempt. one cannot bear to see more than one hour of this, then having either fallen asleep, or visited the bathroom for puking.<br /><br />Note: if you haven't seen anything else from Denmark, please remember this:<br /><br />some things were never meant to be - but still some idiot goes ahead and makes it anyway!",0
"(Spoiler included, some would say)<br /><br />This film is not possible to take seriously. At some parts it is so awfully stupid that I just can't help laughing at it all. Try me for the sequence where Stallone's character jumps some 20 meters with full climbing gear or (and this is really my favorite) snuffs a bad guy by sticking him onto a stalactite. Yeah, what ungodly strength did he muster to accomplish such feats? I dunno, but he sure gives reality a run for the money.",0
"This movie is a good example of how to ruin a book in 109 minutes. Except for the names of the characters the movie bears very little resemblance to the book. A book full of strong Latino characters and they are represent, for the most part, by non-Latinos. There is no character development in the movie and we have no reason to love or hate the characters. And to delete a complete generation is inexcusable. Isabel Allende has written a powerful book and the book is what should be read!",0
"I saw this movie at a drive-in in 1959. Until ""Howard the Duck"" I considered this the worst movie I had ever seen. This movie tried to combine all the genera in one; comedy, horror, teenage angst, and the hot rod that must have sired ""My Mother, The Car."" Maybe it deserves a second viewing to see if it is an accurate reflection of it's time.",0
"About twenty minutes into this movie, I was already bored. Quite simply, these characters were fairly dull. Occasionally, something enjoyable would happen, but then things would slow down again. Fortunately, my patience was eventually rewarded, and the ending to this movie wasn't bad at all. However, it was by no means good enough to justify sitting through the first ninety minutes. So, I would say that the movie was mediocre overall, and considering all of the talent in the cast, I'd call this a disappointment.",0
"Very funny to watch ""Beretta's Island"" as kind of natural trash-film.It is like answer to Jess Franko's type of b-movie.Bodybuilders strikes back (!face to face!) to pushers.The very very very stupid strike!Action: unbelievably bad directed firing(shooting) scenes look even better than hand-to-hand fighting.Chasing scenes ridiculous.Saving beauties scenes incredibly stupid.Erotic scenes are very unerotic.The main luck of film is pretty landscapes and festival scenes.Don't miss:Arnold Schwarzenegger's joke at start of film and list of Franco Columbu's kin at the end. Special attraction: naked bosom.Almoust forgot - Franco can sing!",0
"it aint bad, but it aint good. it is just entertaining.<br /><br />as a comedy which it is supposed to be, it's dreadful. not many laughs at all as every joke in the movie has been done a million times before.<br /><br />it's a shame as all the actors in the film are great usually, but none of them really do much. and the ending sucks.",0
"This movie tells the tender tale of a demented scientist who, after his fiance is decapitated, goes around ogling strippers so that he can find a suitable body to attach her noggin to. Everyone in this movie exudes more slime than a snail, particularly our protagonist.",0
"THis movie may be the worst movie I have ever seen. Basically it is right above Leprachaun 5, the only difference is that it missing Ice T. The scene where he does the chick with the carrott...priceless. Oh yeah they made a second one, genius",0
"Painful to watch, and not entirely for empathy with the struggles of the characters. Two of the main characters, Cynthia the mother and Monica the acknowledged daughter, spend the great bulk of the film pathetically mewling and bitterly bitching respectively. Their characters are so firmly established that their redemption into tolerable personalities after a quick family catharsis is unbelievable. It wasn't worth the wait. I wish a worthy pitch for honesty among families was less of a headache to view.",0
I regret that I've seen this movie. Can't believe that the creator of Best Intentions and Pelle the Conqueror could make such a bleak and boring film. What a waste!,0
"This is exactly the sort of Saturday matinee serial I loved during World War II. I was under ten years of age. And that's the audience this serial is designed for. Looking at it now, one must roar at its ineptitude and stupidity. The budget must have been next to nothing, given the shortcuts and repeats. The acting? Well, this is Republic pictures, 1944. They read the lines....and no doubt had one take to make them convincing.<br /><br />One and half stars.",0
"This picture started out with good intentions, Bacon the scientist out to test the theory of invisibility, and Shue is cute as usual in her role. It all falls apart after that, it's your typical Hollywood thriller now, filmed on a soundstage with special effects galore, minus any kind of humour, wit or soul. In other words, don't waste your time watching this. Get the audiocassette tape with John DeLancie as the Invisible Man instead, also starring Leonard Nimoy. Now that was good, and HG Wells is well served, unlike with this mess.",0
<br /><br />What an absolutely crappy film this is. How or why this movie was made and what the hell Billy Bob Thornton and Charlize Theron were doing signing up for this mediocre waste of time is beyond me. Strong advise for anyone sitting down to catch a flick: DO NOT waste your time on this 'film'.,0
"OK, if you're a woman who's got aggression issues, you might like this movie. Hate your significant other? This movie is for you. For the guys, it will be a bag of laughs.<br /><br />It's sad when former award winning actresses have to do cut rate movies.<br /><br />The only really good part is the last 10 seconds. Even that was a load of cheese.<br /><br />My wife is picking the worst movies lately. This is what you get (I) for letting my wife pick movies based on reading reviews on movie rental sites.",0
"And that comes from someone that will withstand almost ANY viewing. The acting and sound is awful. This might qualify for a ""so bad it's good"" point of merit,,,for some. However I take my horror movies seriously and this is just crap-it's just soooo cheap, I think that's my major complaint. The dialogue is often hilarious-attention to how many times ""you startled me"" is used. The ""child"" actress is seriously god awful-I pray her acting career ended here..her line ""DONUTS! I HATE DONUTS"" is worth repeated viewing however.",0
"In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case. The movie tries to be funny, and tries to make a story about abductions and more but it never works. The movie is far from funny, and the story is ridiculous. I voted 1/10",0
"The dancing was probably the ONLY watchable thing about this film -- and even that was disappointing compared to some other films. My gawd!<br /><br />To me, this is the worst kind of film -- one that assumes it's a work of art because it has all the trappings of film-as-art. Yes, it's beautifully photographed, but ultimately lacks the depth and tension of the dance around which the film supposedly surrounds itself. Tango is a tease, it's hot, it has drama, it's audacious -- precisely what this film is not.",0
"This was a big disappointment for me. I think this is the worst Mastroianni-movie ever made. Cosmatos tries too hard to make this movie a masterpiece and that makes this movie a typical ""art""-movie. I give 4/10 for this movie.",0
"At least it's not full of sensless violence or fluff. It's also not very full of thought or a smooth storyline. This story had some potential but the director appears to have lost site of the green. The story is disjointed and goes off in strange<br /><br />directions, to no conclusion. I also don't believe the director spent much time around a golf country club, either. Some of the depictions are absurd. Not very engaging.",0
"Sort of family parody blending ""An Officer And A Gentleman"", ""Heartbreak Ridge"", ""Full Metal Jacket"" (and without doubt other movies I am not able to remember now) into a rather dull movie, with some bright spots. The gags are always there where you would expect them, and Damon Wayans's lines are, well, predictable. As I said, unfortunately this movie never surprises you...",0
"I don't know why this conduct was ever tolerated in the movie business! This movie (short) is gross (to say the least)! It is a bunch of 5-7 year old children wearing diapers with big bobby pins, acting like adults (and too much so!). However, it is interesting because it is a good example of how ""the good old days"" may not have been so good after all! (Thank GOD we have laws against this kind of material now!)<br /><br />{This is one short from the ""Shirley Temple Festival""}",0
"The silent one-panel cartoon Henry comes to Fleischer Studios, billed as ""The world's funniest human"" in this dull little cartoon. Betty, long past her prime, thanks to the Production Code, is running a pet shop and leaves Henry in charge for far too long -- five minutes. A bore.",0
"Weak plot, unlikely car malfunction, and helpless fumbling characters. At first I thought this movie was made during the seventies, since the picture quality, as well as the storyline and drama seemed taken from an old Kojac episode. When I checked and found that it was really made as late as -97 I was astonished. This is by far one of the worst and least (thriller) movies I have ever seen.<br /><br />If you read this, be advised, if you see it you waste time when you could have done something more exciting, like watching paint dry.",0
"This Charles outing is decent but this is a pretty low-key performance. Marlon Brando stands out. There's a subplot with Mira Sorvino and Donald Sutherland that forgets to develop and it hurts the film a little. I'm still trying to figure out why Charlie want to change his name. Every movie with ""Charles"" has been pretty bad.",0
"Well, what's to say. THE GOLDEN CHILD falls in the category ""so bad, it's good"". Eddie Murphy is having some funny (and sometimes quite annoying lines), but you are still entertained. Chales Dance has never been worse than his role as the villain Sardo Numspa (what a f***ed up name is this??).<br /><br />Who should watch THE GOLDEN CHILD... hm... difficult to say, but my best guess would be people who likes embarrassing movies and can be entertained by bad acting, bad plot and an even more embarrassing dialog.<br /><br />4 out of 10",0
"The movie is bad. Nothing special - just a ""kid"" movie with no serious thing in it. There is though one reason to watch this for: the animal talk. Some of them are so funny in what they say, you just can't stop laughing. So if you want to hear a dog in the dog pound saying ""I'm Keyser Soze"", or another animal saying ""You're a dead cat walking"", or many other funny one liners, see it. Cause there's no other good movie to watch it. Vote: 4 out of 10.",0
"Maybe I've seen one too many crime flick, or maybe I don't take the right drugs.<br /><br />This was the most cliché ridden, plot deficient, plot-absurd, just plain stupid movie I have seen in a long time.<br /><br />As for the direction, it looks like it took less time to show this than it did to put it together.<br /><br />In fact it looks like to made it straight to video before it was completed.<br /><br />It's a bad rip off of ""M"" the classic Fritz Lang film starring Peter Lorre. You'd be SO much better off renting that instead.",0
"This true story of Carlson's Raiders is more of a Army training film than anything else.Obviously thrown together quickly on a miniscule budget about the only thing it has to recommend it is an early performance by Robert Mitchum,who's the only decent actor in the cast,and actual footage of the wreckage at Pearl Harbor which gets your blood boiling,as it was obviously intended to do.",0
"Acclaimed director Mervyn LeRoy puts drama on film that competes with the best of soap operas. High drama is found in the loves and infidelities in New York's social set. Oh yes, don't forget jealousy can bring about tainted hearts and murder. The all star cast features: Barbara Stanwyck, Van Heflin, James Mason, Ava Gardner, Cyd Charisse and Nancy Davis.",0
"This wilfully bizarre adaptation of Borges short story is typical Cox. His strong visual sense is, as usual, undone by the appalling half baked acting of most of the cast. The film is definitely in the surreal tradition of Bunuel's Mexican period, and looks at times like a poor man's take on Lars Von Trier's Elements of Crime. Cox's apparent preference for single takes, jump cuts, and ambient sound recording all work against the film's effectiveness. Worth a look but ultimately disappointing.",0
"This film is really bad,so bad that even Christopher Lee cannot save it.A poor story an even poorer script and just plain bad direction makes this a truly outstanding horror film,the outstanding part being that it is the only horror film that i can honestly say i would never ever watch again.This garbage make Plan nine from outerspace look like oscar material.",0
"This is a genuinely horrible film. The plot (such as it is) is totally undecipherable. (I think it has something to do with blackmail, but I'm not entirely certain.)<br /><br />Half of the dialogue consists of useless cliches. The other half is spoken by the various actors in such unintelligible imitations of ""southern"" accents that (thankfully) the words cannot be recognized.<br /><br />But the one true tragedy of the movie is that such a historic talent as Mary Tyler Moore apparently was in such dire financial or personal circumstances that she appeared in it.<br /><br />",0
"The final pairing of Nelson Eddy and Jeanette MacDonald is basically a complete misfire.The script is weak and has been presented badly.The film just has no life in it.Eddy and MacDonald would have been better off just making a filmed concert for their final pairing.There's nothing wrong with their singing,its just everything else in this turkey thats overcooked.",0
"One of the many vigilante epics that flooded the market by the mid-80s. The routine plot has echoes of ""The Magnificent Seven"" (believe it or not), the action scenes are lamely handled and the special effects are non-existent. You COULD do worse....but the film is still just a waste of time. (*1/2)",0
